"","%IncMSE","%IncMSE.pval","IncNodePurity","IncNodePurity.pval","ASV_ID"
"ASV_4547",3.16270386059148,0.0099009900990099,39.0137962354096,0.0198019801980198,"ASV_4547"
"ASV_5631",3.00126883299005,0.0099009900990099,19.9139558706463,0.0099009900990099,"ASV_5631"
"ASV_205",2.66523595054159,0.0099009900990099,36.1701053113771,0.0198019801980198,"ASV_205"
"ASV_93",2.60882830162563,0.0099009900990099,14.4760968031252,0.0099009900990099,"ASV_93"
"ASV_536",2.23968264851168,0.0099009900990099,26.7964611068962,0.0099009900990099,"ASV_536"
"ASV_1666",2.09338360925328,0.0099009900990099,11.8744612687709,0.0198019801980198,"ASV_1666"
"ASV_4142",2.09243128776754,0.0099009900990099,36.9489866925985,0.0099009900990099,"ASV_4142"
"ASV_3220",2.08514753687122,0.0198019801980198,67.6747216312508,0.0099009900990099,"ASV_3220"
"ASV_283",1.96595010760488,0.0396039603960396,16.2251325641651,0.0297029702970297,"ASV_283"
"ASV_664",1.92819723942023,0.0099009900990099,51.3289322961818,0.0099009900990099,"ASV_664"
"ASV_2578",1.92120378037659,0.0099009900990099,13.6053679823552,0.0198019801980198,"ASV_2578"
"ASV_4936",1.82920361239387,0.0099009900990099,17.8597580489879,0.0198019801980198,"ASV_4936"
"ASV_796",1.73047807862928,0.0099009900990099,9.51813916148737,0.0198019801980198,"ASV_796"
"ASV_4849",1.70116141979816,0.0099009900990099,4.29267284359683,0.0198019801980198,"ASV_4849"
"ASV_284",1.68292620197993,0.0297029702970297,34.1201723178988,0.0099009900990099,"ASV_284"
"ASV_4540",1.68245296624622,0.0099009900990099,61.7936952196169,0.0099009900990099,"ASV_4540"
"ASV_535",1.4833584999758,0.0297029702970297,20.6337914745174,0.0198019801980198,"ASV_535"
"ASV_5092",1.37420880723352,0.0099009900990099,1.09954203128975,0.0297029702970297,"ASV_5092"
"ASV_575",1.05426925741654,0.0297029702970297,4.85932868112775,0.0396039603960396,"ASV_575"
"ASV_3702",1.00100150250438,0.0495049504950495,1.29397369174027,0.0495049504950495,"ASV_3702"
